age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
44,Private,206686,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
54,Self-emp-not-inc,236157,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
21,Private,206861,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,?,1
40,Private,186916,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
38,Private,200445,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,0
27,Private,181822,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
60,?,190497,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
62,Private,178745,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
41,Private,308550,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,60,United-States,0
34,Private,159187,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,1
43,Private,203233,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1
,Local-gov,51240,Bachelors,13,Married-civ-spouse,Prof-specialty,?,White,Male,0,0,45,United-States,0
48,Local-gov,85341,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0
30,Self-emp-not-inc,123397,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,0
25,Self-emp-not-inc,189027,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,,30,United-States,0
41,Private,193626,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0
61,Local-gov,192085,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,15,United-States,0
29,Private,134152,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
26.4023241,Private,287424.074,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,-1.514470309,0.321593211,55.79439764,United-States,0
30,Private,94235,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,,50,United-States,1
44,Private,252930,10th,6,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,42,United-States,0
46,Private,188729,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,50,United-States,0
41,Self-emp-inc,253060,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,45,United-States,1
36,Private,41017,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,1
39,Private,286026,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
57,Local-gov,109973,?,,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
32.79362085,Private,205615.6623,Some-college,10,Divorced,Prof-specialty,Own-child,White,Female,-0.022278979,0.322082311,39.90017196,United-States,0
26,Private,283715,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
58,Private,66788,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Male,0,0,40,Portugal,1
52,Private,157413,1st-4th,2,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,0
48,Private,25468,Masters,,Divorced,Exec-managerial,Not-in-family,White,Male,99999,0,50,?,1
20.61316927,Local-gov,124187.493,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,98242.3718,-1.932497725,24.07216234,United-States,0
45.3573255,Private,245485.4552,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.254401772,0.634903812,76.30710303,United-States,1
36,Private,186819,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
49,Private,177543,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,0
76191.71757,Private,161602.4914,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.659039275,-0.574100675,44.8277251,United-States,0
21,Private,117606,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
43,Local-gov,233865,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
45,Private,184277,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,55,United-States,1
21,Private,203076,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,0
14.72459685,Private,263119.803,10th,6,Never-married,Other-service,Own-child,Black,Male,-0.497570838,15528.26163,11.96118753,United-States,0
25,?,174592,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,,25,United-States,0
33.80705381,Private,161233.4177,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,-1.240354252,0.293648774,49.26047482,Poland,0
47,Private,162302,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,0
60,Self-emp-not-inc,376973,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,1
33,Self-emp-not-inc,127894,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
35104.42685,Private,142100.2955,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.784490643,1.144606282,62.72627289,United-States,1
37,Self-emp-inc,107164,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,2559,50,United-States,1
54,Private,329266,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,1
40,Local-gov,333530,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,0
37.06280774,Private,230151.9608,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.842905564,1.834202036,50.98398008,United-States,1
57,Private,135339,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,1
61,Local-gov,224711,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,63,United-States,0
65,?,249043,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,10605,0,40,United-States,1
31,Self-emp-not-inc,203181,?,6,Married-civ-spouse,Craft-repair,Husband,White,Male,,0,35,United-States,0
33,Private,177675,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,0
63,Private,158199,1st-4th,2,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,44,Portugal,0
56,Private,232139,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,1
42,Private,280167,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
11086.29418,Private,135436.2698,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1.048496331,0.539167844,69.10120522,United-States,1
50,Self-emp-inc,104849,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,1
29,Private,138537,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Laos,0
31,Private,46807,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
46,?,443179,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,8,United-States,1
37,Local-gov,31023,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1
30,Local-gov,289442,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,1
44,Private,40024,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States,1
48,Private,121124,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1
33,Private,208405,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
23.15406007,Private,141130.649,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,5789.646211,50210.53089,20.04391827,United-States,1
39,Self-emp-not-inc,343476,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,Japan,1
56,Private,159724,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
,Local-gov,193960,Masters,14,?,Prof-specialty,Husband,White,Male,0,1902,40,United-States,1
42,Private,129684,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,5455,0,50,United-States,0
53,Private,82646,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,1
42,Self-emp-inc,204598,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,3464,0,80,United-States,0
44.2222933,Self-emp-inc,53363.31741,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,-1.337075108,3023.437746,64.38014629,United-States,1
48,Self-emp-inc,155664,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
43,Private,122975,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,21,Trinadad&Tobago,0
24,Private,69640,Bachelors,,Never-married,Sales,Own-child,?,Male,0,0,40,United-States,0
34,Private,198634,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
45,Private,226081,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
20,Private,203240,9th,5,Never-married,Sales,Own-child,White,Female,0,0,32,United-States,1
27.53078867,Private,164544.9656,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,3809.656843,0.682636084,37.16802744,United-States,1
59,Private,193335,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
53,Self-emp-inc,263925,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,United-States,1
21,Private,216867,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
64,Private,270333,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
22,Private,54164,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,14084,0,60,United-States,1
30,Private,39386,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,99,United-States,0
31,Self-emp-not-inc,162442,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1
25,Private,629900,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,1
20,?,244689,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,25,United-States,1
34,Private,207301,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States,0
47,Private,189680,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,1
50,Federal-gov,193116,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
44,Private,239723,?,10,Married-spouse-absent,Craft-repair,Unmarried,White,Female,1506,0,,United-States,0
43,Private,,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,1
61,Private,162397,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
23,Private,234108,Assoc-acdm,,Never-married,Handlers-cleaners,?,White,Male,0,0,32,United-States,0
43,Private,109762,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,1
22,State-gov,24896,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,0
21,Private,231053,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,1
44,State-gov,369131,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
64,Private,218490,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,55,United-States,0
,Local-gov,177675,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,?,1
53,Private,149650,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,2559,48,United-States,1
33,Private,174201,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
49,Private,151584,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
42,Private,373469,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
53.81506575,Private,174097.5242,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2467.314529,-0.870554356,9.688585786,United-States,0
33,Private,164190,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,0
52,?,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
64,?,159938,HS-grad,9,Divorced,?,Not-in-family,White,Male,8614,0,40,United-States,1
38.68018973,Self-emp-not-inc,201054.2965,Some-college,10,Never-married,Other-service,Unmarried,White,Female,-0.188059917,0.628169859,67.81906816,United-States,0
59,Private,378585,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,1
43,Private,313181,HS-grad,9,Divorced,Adm-clerical,Other-relative,Black,Male,0,0,38,United-States,1
39,Private,305597,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
32,Private,156464,HS-grad,,Married-civ-spouse,Sales,Husband,White,?,0,1902,50,United-States,1
38,Self-emp-inc,312232,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1
26,Private,202033,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
33.06488115,Self-emp-not-inc,224828.3148,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,12879.50141,-0.45499942,63.75515275,United-States,1
,Self-emp-not-inc,165479,HS-grad,9,Married-civ-spouse,Sales,Husband,White,?,0,0,5,United-States,0
49,State-gov,324791,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
40.97712512,Local-gov,286909.8521,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.242566182,0.231913183,46418.83675,United-States,1
37,Local-gov,223020,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States,1
38,Private,54816,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
,Private,137063,HS-grad,9,Never-married,?,Unmarried,White,Male,0,0,38,United-States,0
42,Self-emp-not-inc,214242,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,1
42,Private,209392,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,35,United-States,0
55,Private,101524,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
54340.68973,Private,62431.63538,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,-2.032353764,-1.321555787,40.18983473,United-States,1
36,Private,301614,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,Mexico,0
38,Self-emp-not-inc,129573,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
34,Private,144949,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,1
,Private,275190,?,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
31,Private,307375,Some-college,10,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,1
46.28593117,Federal-gov,163508.2997,Prof-school,15,Married-civ-spouse,Armed-Forces,Husband,White,Male,6045.436801,13349.95341,38.92025156,United-States,1
25,Private,443855,HS-grad,,Married-civ-spouse,Other-service,Husband,White,?,0,0,40,Mexico,0
34,Private,177437,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
50,Self-emp-inc,121441,11th,7,Never-married,Exec-managerial,Other-relative,White,Male,0,2444,40,United-States,1
28,Private,209301,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,40,United-States,1
57,Private,194161,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,Italy,1
40,Self-emp-inc,76625,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1
30,Self-emp-not-inc,90705,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
49,Private,125421,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,1
44,Private,184527,Bachelors,,Divorced,Exec-managerial,Unmarried,White,?,4934,0,45,United-States,1
36,Private,32334,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,1
51,Private,183390,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
21,?,113760,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
47,Private,155489,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,55,United-States,1
61,Self-emp-inc,,10th,6,Married-civ-spouse,Exec-managerial,Husband,?,Male,7688,0,40,United-States,1
45,Private,176341,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,1
20,Private,298635,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,30,Philippines,0
53,Private,53833,Some-college,,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,32,?,1
27,Private,408623,Bachelors,13,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,50,United-States,0
44,Local-gov,68318,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,55,United-States,0
26,Private,29488,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
19,Private,123807,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
41,Private,118721,12th,,?,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
44,Private,277533,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,,United-States,0
45,Local-gov,235431,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
26,Local-gov,287233,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,1
47,Self-emp-inc,139268,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,1
44,Private,159297,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,?,1
-56.85257812,Private,36405.31993,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0.460042324,1.54044124,51.29814802,United-States,0
30.13405175,Private,242577.0192,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0.057774364,14551.57934,54.07842567,United-States,0
53,Private,191389,HS-grad,,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,0
72,Private,157593,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,1455,0,6,United-States,0
17.55168587,Private,437858.2637,Bachelors,13,Never-married,Sales,Other-relative,Black,Male,0.774580498,0.179114011,40.41237582,United-States,0
50.13919451,Private,161718.1221,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-2.091856422,-0.053891994,25.52884623,United-States,1
38,Private,,10th,6,Married-civ-spouse,Craft-repair,?,White,Male,3103,0,40,United-States,1
48.73837145,Private,207084.6266,7th-8th,4,Never-married,Adm-clerical,Own-child,White,Female,1.280215273,58183.37854,10.98341373,United-States,0
37,Private,87757,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0
45,Private,165822,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
49,Self-emp-inc,86701,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,56,United-States,1
55.66683109,Private,192241.4986,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Male,12597.31441,-0.063373168,20363.15606,Iran,1
61,Self-emp-not-inc,170278,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,Philippines,0
31,Private,183043,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States,0
51,Private,100933,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,0
50.30571993,Private,55553.52991,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.956334932,-0.050658657,55.74138361,United-States,1
26.34736893,Private,452436.0954,12th,8,Never-married,Sales,Not-in-family,Black,Male,0.830507958,70398.38414,50.73853778,United-States,0
31,Private,138416,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,56,Mexico,1
50,Local-gov,100480,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
36,Private,185099,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,?,,0,55,United-States,1
65,Private,184454,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6418,0,40,United-States,1
,Private,100904,Some-college,10,Separated,Other-service,Unmarried,?,Female,0,0,70,United-States,0
59,Local-gov,161944,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,0
51,Private,182187,Bachelors,13,Never-married,Prof-specialty,?,Black,Male,0,,35,United-States,0
24.10297159,Private,131855.7175,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,1.456328472,-0.300326846,44.5924868,United-States,0
36,Private,197860,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,Haiti,0
52,State-gov,21764,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
27,State-gov,431637,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,0
63,Private,75813,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,?,,0,60,United-States,1
39,Self-emp-inc,143123,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,,2415,40,?,1
41,Private,113823,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,1
30,?,186145,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,,0,40,United-States,0
61.62560785,Private,134703.6602,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,28890.35581,-0.442037148,49.52317089,United-States,0
43,Private,107503,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,1
28,Private,183780,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,40,United-States,0
30,Local-gov,311913,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
33,Self-emp-not-inc,80933,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
46,Private,358585,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,1
30,Private,158200,Prof-school,15,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,40,?,0
82576.25373,Federal-gov,87465.30032,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,1.556300796,-0.603147567,29.24916244,United-States,1
29,Private,142712,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
36,Private,225330,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
63,Self-emp-not-inc,261995,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
36,Private,24106,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,0
61,Private,80896,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,India,1
28,Private,261725,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico,0
44,Private,117728,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
35,?,98389,Some-college,10,Never-married,?,Unmarried,White,Male,0,0,10,United-States,1
54,State-gov,258735,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
31,Self-emp-inc,183125,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,99,United-States,1
32,Federal-gov,,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,?,1
32,Private,105650,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,1
32.76872799,Private,242505.2374,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,-1.14100851,31974.54478,28.56026815,United-States,0
33,Private,176711,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1
,Self-emp-inc,100029,Bachelors,13,Widowed,Sales,Unmarried,White,?,0,0,65,United-States,1
38,Private,617898,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,1
90,Private,141758,9th,5,Never-married,Adm-clerical,?,White,Female,0,0,,United-States,0
31,Self-emp-inc,113530,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0
42.94484842,Local-gov,143249.3822,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,1.001653503,0.890522178,43.29318404,United-States,0
42,Private,201785,Masters,14,Married-civ-spouse,Sales,?,White,Male,,0,50,United-States,1
25,Private,173593,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,75,United-States,0
45,Private,168038,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,1
20,Private,217467,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
42.45134481,Private,750470.8137,1st-4th,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,1.324698705,-0.155607928,31.28941628,Mexico,0
24.17072681,Private,142775.7321,Some-college,10,Never-married,Sales,Own-child,White,Female,73597.82696,1.033015744,30.72806234,United-States,0
46845.02181,Private,194727.5666,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,-1.891714389,-1.795991481,14.81682758,United-States,0
32,Private,204567,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,1
63,Private,195338,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,,?,1
41,Private,347653,?,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0,40,?,1
31,Private,156763,?,9,Married-civ-spouse,Sales,Husband,White,Male,2829,0,,United-States,0
19,?,128453,HS-grad,9,Never-married,?,Own-child,?,Female,0,0,,United-States,0
37,?,143058,Some-college,,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
60,Private,162347,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,1
32,Private,190511,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
45,Private,353824,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
45,Self-emp-not-inc,420986,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
30,Private,,Bachelors,13,Married-civ-spouse,Prof-specialty,?,White,Male,0,0,40,United-States,1
48,Private,118158,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,0
65,Private,192309,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,1
39,Private,,?,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1887,40,United-States,1
